Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Weight,Sales
FDE34,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,9,184
FDT34,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,9,107
FDZ22,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,9,83
FDC58,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,10,44
FDZ33,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,10,149
FDV09,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,12,149
FDU22,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,12,120
FDI22,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,13,209
FDQ33,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,13,149
FDB34,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,15,86
FDX45,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,17,156
FDP57,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,18,104
FDY10,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,18,115
FDZ09,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,18,166
FDJ22,Low Fat,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,19,194
DRG49,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,8,246
DRI01,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,8,171
DRE48,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,8,195
DRB24,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,9,153
DRE60,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,9,228
DRF60,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,11,237
DRJ24,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,12,185
DRI13,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,15,216
DRH36,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,16,75
DRH37,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,18,163
DRH25,Low Fat,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,19,51
FDD35,Low Fat,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,12,119
FDF47,Low Fat,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,21,224
FDE36,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,5,163
FDQ36,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,8,36
FDW12,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,8,147
FDJ12,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,9,207
FDY60,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,10,145
FDR12,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,13,173
FDO48,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,15,220
FDU12,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,16,264
FDX11,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,16,181
FDU60,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,20,169
FDV60,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,20,195
FDS24,Regular,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,21,87
FDQ59,Regular,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,10,86
FDR11,Regular,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,10,159
FDF26,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,7,153
FDG38,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,9,87
FDB02,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,10,175
FDZ49,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,11,219
FDI38,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,13,209
FDE14,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,14,99
FDL38,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,14,91
FDJ26,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,15,214
FDZ25,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,16,169
FDR25,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,17,266
FDY37,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,17,144
FDH14,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,17,142
FDV01,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,19,155
FDH26,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,19,142
FDU49,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,20,86
FDE50,Regular,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,20,186
FDI27,Regular,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,9,44
FDY02,Regular,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,9,261
FDQ26,Regular,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,14,57
FDB40,Regular,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,18,146
FDT26,Regular,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,19,121
FDL51,Regular,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,21,215
FDD41,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,7,106
FDY28,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,7,212
FDV04,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,8,157
FDS28,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,8,56
FDT16,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,10,261
FDS04,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,10,142
FDA04,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,11,260
FDO52,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,12,169
FDH05,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,14,234
FDY16,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,18,184
FDX04,Regular,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,20,49
FDA07,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,8,123
FDB56,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,9,186
FDH56,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,10,117
FDO56,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,10,119
FDF21,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,10,189
FDU31,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,10,219
FDW19,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,12,110
FDZ08,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,12,82
FDS31,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,13,179
FDD56,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,15,177
FDG20,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,16,176
FDP44,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,16,103
FDF56,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,17,182
FDW32,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,18,87
FDR20,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,20,47
FDX31,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,20,234
FDG09,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,21,188
FDJ20,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,21,122
FDT39,Regular,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,6,151
FDR51,Regular,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,9,151
FDR15,Regular,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,9,153
FDS27,Regular,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,10,195
FDM51,Regular,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,12,103
FDQ03,Regular,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,15,239
FDN51,Regular,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,18,261
FDL03,Regular,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,19,196
FDG21,Regular,Seafood,2015,OUT045,Tier 2,High,Supermarket Type1,17,150
FDX22,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,7,209
FDI58,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,8,92
FDV10,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,8,42
FDW57,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,8,177
FDB46,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,10,212
FDI34,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,11,230
FDV34,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,11,73
FDK58,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,11,102
FDW46,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,13,63
FDW09,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,14,80
FDP22,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,15,51
FDL57,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,15,260
FDV57,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,15,178
FDC34,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,16,155
FDT10,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,17,61
FDL09,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,20,167
FDY57,Regular,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,20,95
DRC01,Regular,Soft Drinks,2015,OUT045,Tier 2,High,Supermarket Type1,6,50
DRD01,Regular,Soft Drinks,2015,OUT045,Tier 2,High,Supermarket Type1,12,56
FDF11,Regular,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,10,239
FDC59,Regular,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,17,66
FDB36,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,5,132
FDX36,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,10,227
FDP36,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,10,49
FDR12,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,13,173
FDA35,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,15,124
FDV12,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,17,100
FDH60,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,20,198
FDZ47,Regular,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,21,99
FDT11,Regular,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,6,189
FDR59,Regular,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,14,263
FDR01,Regular,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,5,198
FDF26,Regular,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,7,154
FDI38,Regular,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,13,207
FDR25,Regular,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,17,266
FDQ01,Regular,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,20,255
FDU01,Regular,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,20,184
FDC16,Regular,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,12,85
FDZ26,Regular,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,12,240
FDW26,Regular,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,12,224
FDZ50,Regular,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,13,182
FDE40,Regular,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,16,63
FDY15,Regular,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,18,155
FDN28,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,6,103
FDH04,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,6,92
FDI05,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,8,77
FDI53,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,9,163
FDE05,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,11,148
FDC05,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,13,198
FDQ28,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,14,155
FDH28,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,16,37
FDA28,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,16,127
FDX04,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,20,49
FDV52,Regular,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,21,120
FDT07,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,High,Supermarket Type1,6,255
FDO31,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,7,79
FDN08,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,8,119
FDY08,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,9,140
FDM08,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,10,226
FDO08,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,11,166
FDJ44,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,12,174
FDW19,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,12,111
FDY20,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,12,91
FDZ08,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,12,81
FDO20,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,13,254
FDR19,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,14,147
FDX32,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,15,145
FDQ08,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,16,61
FDF56,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,17,181
FDW07,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,18,89
FDH44,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,19,148
FDU20,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,19,121
FDX31,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,20,232
FDG09,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,21,188
FDP31,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,21,65
FDT39,Regular,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,6,153
FDW39,Regular,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,7,177
FDS27,Regular,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,10,195
FDO15,Regular,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,17,72
FDU51,Regular,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,20,179
FDW21,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,5,100
FDW57,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,8,177
FDM45,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,9,123
FDS09,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,9,50
FDG58,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,11,154
FDP22,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,15,51
FDV57,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,15,180
FDS46,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,18,118
FDZ21,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,18,96
FDR22,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,19,113
FDS34,Regular,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,19,113
DRB13,Regular,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,6,191
DRC13,Regular,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,8,125
DRY23,Regular,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,9,41
DRA24,Regular,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,19,165
FDD59,Regular,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,10,81
FDB35,Regular,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,12,93
FDC59,Regular,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,17,64
FDB52,Low Fat,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,18,257
FDM44,Low Fat,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,12,105
FDD09,Low Fat,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,14,180
NCR54,Low Fat,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,16,197
FDA46,Low Fat,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,14,196
FDL22,Low Fat,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,17,91
FDI40,Regular,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,12,101
FDI08,Regular,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,18,250
FDR36,Regular,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,7,40
FDF24,Regular,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,16,84
FDI41,Regular,Frozen Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,18,149
FDF57,Regular,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,14,171
FDQ14,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,9,150
FDD51,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,11,44
FDJ16,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,9,59
FDP19,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,12,129
NCN53,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,5,37
DRE48,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,8,197
DRA12,Low Fat,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,12,142
FDC48,Low Fat,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,9,82
FDI24,Low Fat,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,10,178
FDO24,Low Fat,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,11,158
FDW36,Low Fat,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,11,107
FDZ60,Low Fat,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,20,106
FDW35,Low Fat,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,11,41
FDR35,Low Fat,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,12,199
FDM13,Low Fat,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,6,132
FDQ37,Low Fat,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,21,192
FDF50,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,5,196
FDW25,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,5,83
FDO25,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,6,208
FDK14,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,7,82
FDT25,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,8,123
FDU13,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,8,146
FDC26,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,10,109
FDM14,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,14,108
FDT13,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,15,188
FDC02,Low Fat,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,21,259
DRI03,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,6,176
FDB51,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,7,64
FDC39,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,7,207
FDE39,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,8,117
FDB16,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,8,89
FDY14,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,10,264
DRD15,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,11,232
DRE27,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,12,97
FDD03,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,13,233
FDI15,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,14,265
DRI51,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,17,173
DRH51,Low Fat,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,18,90
FDJ41,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7,262
FDD17,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,8,238
FDH41,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,9,216
FDC17,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12,210
FDG52,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,14,48
FDM52,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,15,147
FDQ52,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,17,249
FDV40,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,17,75
FDF05,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,262
FDG29,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,40
FDX16,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,18,148
FDL04,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,19,105
FDZ52,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,19,112
FDU40,Low Fat,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,21,194
FDS08,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,6,178
FDG44,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,6,54
FDF09,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,6,38
FDA20,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,7,185
FDG45,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,8,211
FDX44,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,9,89
FDH57,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,11,132
FDU07,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,11,151
FDE45,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,12,177
FDH32,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,13,97
FDG57,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,15,50
FDZ20,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,16,253
FDB09,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,16,126
FDC45,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,17,173
FDB33,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,18,161
FDP07,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,18,195
FDR08,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,19,109
FDG32,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,20,223
FDQ44,Low Fat,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,20,120
DRF23,Low Fat,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,5,175
DRM35,Low Fat,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,10,178
DRO47,Low Fat,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,10,112
DRL59,Low Fat,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,17,55
DRI23,Low Fat,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,19,162
NCK29,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,6,122
NCL17,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,7,141
NCL53,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,8,175
NCP29,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,8,64
NCJ29,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,11,85
NCM29,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,12,133
NCB42,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,12,117
NCY29,Low Fat,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,14,56
